Key;Id;Summary;Priority;Test Type;Resolution;Created;TestRunStatus;Reporter;Assignee;Test Repository Path
CONG-11824;1798662;Annual Leave talebinin delete butonuyla iptal edilmesi;High;Generic;;05/Apr/23 12:13 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Malaysia/Regresyon
CONG-11823;1798661;Annual Leave talebinin reddedilmesi;Blocker;Generic;;05/Apr/23 12:12 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Malaysia/Regresyon
CONG-11822;1798659;Onay bekleniyor statüsündeki Annual Leave talebinde değişiklik yapmak;High;Generic;;05/Apr/23 12:11 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Malaysia/Regresyon
CONG-11821;1798657;Annual Leave talebi onaylanması;Blocker;Generic;;05/Apr/23 12:10 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Malaysia/Regresyon
CONG-11787;1793744;Annual Leave talebinin delete butonuyla iptal edilmesi;High;Generic;;03/Apr/23 4:01 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Vietnam/Regresyon
CONG-11786;1793742;Annual Leave talebinin reddedilmesi;Blocker;Generic;;03/Apr/23 4:01 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Vietnam/Regresyon
CONG-11785;1793741;Onay bekleniyor statüsündeki Annual Leave talebinde değişiklik yapmak;High;Generic;;03/Apr/23 4:00 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Vietnam/Regresyon
CONG-11783;1793733;Annual Leave talebi onaylanması;Blocker;Generic;;03/Apr/23 3:56 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Vietnam/Regresyon
CONG-11743;1788305;Annual Leave talebinin delete butonuyla iptal edilmesi;High;Generic;;31/Mar/23 1:32 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Indonesia/Regresyon
CONG-11742;1788302;Annual Leave talebinin reddedilmesi;Blocker;Generic;;31/Mar/23 1:28 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Indonesia/Regresyon
CONG-11741;1787935;Onay bekleniyor statüsündeki Annual Leave talebinde değişiklik yapmak;High;Generic;;31/Mar/23 1:23 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Indonesia/Regresyon
CONG-11736;1787912;Annual Leave talebi onaylanması;Blocker;Generic;;31/Mar/23 1:13 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Indonesia/Regresyon
CONG-11680;1783488;DeleteAndCancelFlowPreApproval / PreApproval Masrafın Silinmesi;Medium;Cucumber;Done;30/Mar/23 11:41 AM;FAIL;C9015107;C9015107;/MasrafAPI/DELETE
CONG-11567;1765350;Annual Leave talebinin delete butonuyla iptal edilmesi;High;Generic;;22/Mar/23 3:58 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Switzerland/Regresyon
CONG-11566;1765347;Annual Leave talebinin reddedilmesi;Blocker;Generic;;22/Mar/23 3:56 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Switzerland/Regresyon
CONG-11564;1765337;Onay bekleniyor statüsündeki Annual Leave talebinde değişiklik yapmak;High;Generic;;22/Mar/23 3:52 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Switzerland/Regresyon
CONG-11559;1765301;Annual Leave talebi onaylanması;Blocker;Generic;;22/Mar/23 3:41 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Switzerland/Regresyon
CONG-11544;1761274;Annual Leave talebinin delete butonuyla iptal edilmesi;High;Generic;;21/Mar/23 1:23 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Philippines/Regresyon
CONG-11543;1761271;Annual Leave talebinin reddedilmesi;Blocker;Generic;;21/Mar/23 1:21 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Philippines/Regresyon
CONG-11542;1761266;Onay bekleniyor statüsündeki Annual Leave talebinde değişiklik yapmak;High;Generic;;21/Mar/23 1:18 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Philippines/Regresyon
CONG-11539;1761253;Vacation Leave talebi onaylanması;Blocker;Generic;;21/Mar/23 1:11 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Philippines/Regresyon
CONG-11526;1758140;Annual Leave talebinin delete butonuyla iptal edilmesi;High;Generic;;20/Mar/23 3:13 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Thailand/Regresyon
CONG-11525;1758135;Annual Leave talebinin reddedilmesi;Blocker;Generic;;20/Mar/23 3:09 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Thailand/Regresyon
CONG-11524;1758129;Onay bekleniyor statüsündeki Annual Leave talebinde değişiklik yapmak;High;Generic;;20/Mar/23 3:06 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Thailand/Regresyon
CONG-11518;1757542;Annual Leave talebi onaylanması;Blocker;Generic;;20/Mar/23 1:10 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Thailand/Regresyon
CONG-11384;1737511;Annual Leave talebinin delete butonuyla iptal edilmesi;High;Generic;;10/Mar/23 2:15 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Nordic/Regresyon
CONG-11382;1737509;Annual Leave talebinin reddedilmesi;Blocker;Generic;;10/Mar/23 2:12 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Nordic/Regresyon
CONG-11379;1737505;Haklarım ekranının görüntülenmesi;Blocker;Manual;;10/Mar/23 2:09 PM;TODO;C9012751;C9012751;/HRangers/İzinlerim/Nordic/Regresyon
CONG-11377;1737279;Onay bekleniyor statüsündeki Annual Leave talebinde değişiklik yapmak;High;Generic;;10/Mar/23 1:47 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/UK/Regresyon
CONG-11372;1737266;Annual Leave talebi onaylanması;Blocker;Generic;;10/Mar/23 1:38 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/UK/Regresyon
CONG-11350;1734452;Haklarım ekranının görüntülenmesi;Blocker;Manual;;09/Mar/23 1:44 PM;TODO;C9012751;C9012751;/HRangers/İzinlerim/UK/Regresyon
CONG-11322;1734426;Annual Leave talebinin delete butonuyla iptal edilmesi;High;Generic;;09/Mar/23 1:22 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/UK/Regresyon
CONG-11318;1733960;Annual Leave talebinin reddedilmesi;Blocker;Generic;;09/Mar/23 11:17 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/UK/Regresyon
CONG-11317;1733945;Onay bekleniyor statüsündeki Annual Leave talebinde değişiklik yapmak;High;Generic;;09/Mar/23 11:09 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Nordic/Regresyon
CONG-11290;1730336;Annual Leave talebi onaylanması;Blocker;Generic;;08/Mar/23 9:44 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Nordic/Regresyon
CONG-11047;1699022;DeleteAndCancelFlowExpensePackage/ Masraf Paketini Komple Silme Senaryosu;Medium;Cucumber;Done;23/Feb/23 1:27 PM;PASS;C9015107;C9015107;/MasrafAPI/DELETE
CONG-10907;1678734;GetPreApprovedExpense Api Test Senaryosu / ;Medium;Cucumber;Done;15/Feb/23 12:56 PM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10906;1678733;GetAllMyPreApprovedExpenses Api Test Senaryosu / ;Medium;Cucumber;Done;15/Feb/23 12:54 PM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10887;1677126;DeleteExpenseItem Api Test Senaryosu / ;Medium;Cucumber;Done;14/Feb/23 5:44 PM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10886;1677124;PreApprovedExpense/ProcessAction Api Test Senaryosu / ;Medium;Cucumber;Done;14/Feb/23 5:38 PM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10885;1677120;GetExpenseExchangeRate Api Test Senaryosu / ;Medium;Cucumber;Done;14/Feb/23 5:31 PM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10884;1677115;CopyExpenseItem Api Test Senaryosu / ;Medium;Cucumber;Done;14/Feb/23 5:29 PM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10488;1634139;DeleteExpensePackage Api Test Senaryosu / Masraf Paketini Silme Senaryosu;Medium;Cucumber;Done;26/Jan/23 2:08 PM;PASS;C9015107;C9015107;/MasrafAPI/DELETE
CONG-10484;1633475;GetInternalOrder Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 10:42 AM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10483;1633467;DeleteExpenseDocument Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 10:39 AM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10482;1633464;DeleteExpenseDistribution Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 10:38 AM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10481;1633459;GetSeturToken Api Test Senaryosu / ;Medium;Cucumber;;26/Jan/23 10:36 AM;TODO;C9015107;C9015107;/MasrafAPI
CONG-10480;1633457;CalculateKmPrice Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 10:35 AM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10479;1633453;FilterMyPackages Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 10:32 AM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10477;1633445;GetAllMyPackages Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 10:27 AM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10476;1633436;CheckSameExpenseIsExist Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 10:23 AM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10473;1633414;ProcessAction Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 10:08 AM;PASS;C9015107;C9015107;/MasrafAPI/POST
CONG-10472;1633411;GetAllSapOrderNumberByCompanyCode Api Test Senaryosu / ;Medium;Cucumber;;26/Jan/23 10:02 AM;PASS;C9015107;C9015107;/MasrafAPI
CONG-10470;1633190;GetOrderNumberByExpenseCategoryType Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:54 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10469;1633186;GetCityList Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:53 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10468;1633178;UserCompanyPreApprovalControl Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:51 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10467;1633170;GetExpenseFieldListByCompanyCodeAndPackageStep Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:47 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10466;1633166;GetExpenseInvoicePostingDate Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:44 AM;FAIL;C9015107;C9015107;/MasrafAPI/GET
CONG-10465;1633152;Getpoitemdetails Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:32 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10464;1633150;GetPurchaseOrderDetails Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:29 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10463;1633144;HSControlAndRemoveRequestInfo Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:27 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10462;1633141;HSSetExpensePackeInfo Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:25 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10461;1633131;Getcostcenteritems Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:21 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10460;1633127;GetFlowJsonData Api Test Senaryosu / ;Medium;Cucumber;;26/Jan/23 9:19 AM;TODO;C9015107;C9015107;/MasrafAPI
CONG-10459;1633126;GetExpenseEntries Api Test Senaryosu / ;Medium;Cucumber;Done;26/Jan/23 9:17 AM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10453;1632342;GetExpensePayments Api Test Senaryosu / ;Medium;Cucumber;Done;25/Jan/23 5:47 PM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10452;1632339;GetExpenseFieldList Api Test Senaryosu / ;Medium;Cucumber;Done;25/Jan/23 5:43 PM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10451;1632337;GetExpenseDocumentUrls Api Test Senaryosu / ;Medium;Cucumber;Done;25/Jan/23 5:40 PM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10450;1632332;GetExpenseVATTaxCodes Api Test Senaryosu / ;Medium;Cucumber;Done;25/Jan/23 5:35 PM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10449;1632328;GetVendorFromTaxNo Api Test Senaryosu / ;Medium;Cucumber;Done;25/Jan/23 5:30 PM;PASS;C9015107;C9015107;/MasrafAPI/GET
CONG-10374;1624856;Romanya kullanıcısı ile Fuel masraf tipinde Yakıt Türüne bağlı olarak Tutar alanının değiştiğinin kontrol senaryosu;Medium;Generic;Done;23/Jan/23 10:48 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaAkisSenaryolari
CONG-10373;1624855;Romanya kullanıcısı ile Fuel masraf tipinde onaya gönderilen bir masrafın Mali İşler tarafından Büyük Onaylanan Tutar ile alınan iş kesici mesaj senaryosu;High;Generic;Done;23/Jan/23 10:46 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaIsKesiciMesajSenaryolari
CONG-10372;1624850;Romanya Mali İşler tarafından Geri Gönderilen bir masrafın kullanıcı tarafından Açıklama alanı güncellenerek uçtan uca test senaryosu;High;Generic;Done;23/Jan/23 10:43 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaAkisSenaryolari
CONG-10371;1624845;Romanya kullanıcısı ile Fuel masraf tipinde onaya gönderilen bir masrafın mali işlerde Onaylanan Tutar alanı güncellenerek uçtan uca senaryosu;High;Generic;Done;23/Jan/23 10:41 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaAkisSenaryolari
CONG-10369;1624834;Polonya requester tarafından onaya gönderilen bir masrafın mali işler kullanıcısı ile Onaylanan Tutarı büyük girilerek alınan iş kesici mesaj senaryosu;High;Generic;Done;23/Jan/23 10:35 AM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaIsKesiciMesajSenaryolari
CONG-10219;1601857;Polonya kullanıcısı ile yöneticide geri gönderilen bir masrafın kullanıcıda Reference Code alanı güncellenerek uçtan uca senaryosu;High;Generic;Done;13/Jan/23 9:56 AM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-10218;1601852;Polonya kullanıcısı ile yöneticide geri gönderilen bir masrafın kullanıcıda Açıklama alanı güncellenerek uçtan uca senaryosu;High;Generic;Done;13/Jan/23 9:53 AM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-10188;1595920;"Yıllık izin dışındaki izinlerde, tüm sürecin otomatik onaylanması";High;Manual;Done;11/Jan/23 11:02 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-10187;1595915;"Yıllık izinde, tüm sürecin otomatik onaylanması";High;Manual;Done;11/Jan/23 10:59 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-10147;1592763;"Bridge, Highway bir masrafın mali işlerde Onaylanan Tutar alanı güncellenerek uçtan uca senaryosu";High;Generic;;10/Jan/23 10:32 AM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-10143;1592384;Polonya kullanıcısı ile yöneticide geri gönderilen bir masrafın kullanıcıda Tutar alanı güncellenerek uçtan uca senaryosu;High;Generic;Done;10/Jan/23 9:43 AM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-10142;1592381;Polonya kullanıcısı ile yöneticide geri gönderilen bir masrafın uçtan uca senaryosu;High;Generic;Done;10/Jan/23 9:41 AM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-10141;1592379;Polonya kullanıcısı ile mali işlerde geri gönderilen bir masrafın uçtan uca senaryosu;High;Generic;Done;10/Jan/23 9:39 AM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-10058;1583189;1.onaycı onayından sonra 2.onaycıdan otomatik onay;High;Manual;Done;05/Jan/23 2:27 PM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-10044;1583116;1.onaycısı olmayan kişide 2.onaycıdan otomatik onay;High;Manual;Done;05/Jan/23 1:25 PM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-10036;1582418;1.onaycıdan otomatik onaylanması;High;Manual;Done;05/Jan/23 10:07 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-10025;1580036;Türkiye günlük seçimli izin tiplerinin görüntülenmesi (Mavi Yaka);High;Generic;Done;04/Jan/23 2:25 PM;PASS;C9015118;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-10019;1579827;"Yıllık izinde, 1.onaycı onayından sonra 2.onaycıda otomatik onay";High;Manual;Done;04/Jan/23 1:33 PM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-10014;1578784;"Yıllık izinde, 1.onaycısı olmayan kişide 2.onaycıdan otomatik onay";High;Manual;Done;04/Jan/23 9:43 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-10013;1578776;"Yıllık izinde, 1.onaycıdan otomatik onaylanması";High;Manual;Done;04/Jan/23 9:40 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9879;1557204;Pazarlama araç sahibi kullanıcı ile Yakıt masraf tipi iş kesici mesaj senaryosu;Medium;Generic;Done;26/Dec/22 3:24 PM;PASS;C9015107;C9015107;/Masraf/Arcelik-Pazarlama/PazarlamaRegresyonSeti/PazarlamaIsKesiciEkranMesaj
CONG-9854;1554032;Eksik saatlerimden girilen izinlerin onaycılar tarafından onaylanması ve sonrasında çalışan tarafından kontrolü;Blocker;Manual;;23/Dec/22 3:58 PM;TODO;C9012751;C9012751;/HRangers/Eksik Saatlerim/Türkiye/Regresyon
CONG-9798;1541644;Toplam eksik saat sayısını tamamlayana kadar eksik saat girilmesi ve Onaya Gönderilmesi;High;Manual;Done;21/Dec/22 1:36 PM;PASS;C9012751;C9012751;/HRangers/Eksik Saatlerim/Türkiye/Regresyon
CONG-9675;1525432;Üç onaycılı talebin ikinci onaycı'dan reddedilmesi (Mavi Yaka);High;Generic;Done;13/Dec/22 12:04 PM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9642;1520747;Yöneticide Reddedilen bir masrafın kullanıcı ile impersonation yapılarak masraf detaydaki bilgilerin kontrol senaryosu;High;Generic;Done;10/Dec/22 4:23 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-9641;1520746;Yöneticide Geri Gönderilen bir masrafın kullanıcı ile impersonation yapılarak masraf detaydaki bilgilerin kontrol senaryosu;High;Generic;Done;10/Dec/22 4:23 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-9640;1520745;Mali işlerde Reddedilen bir masrafın kullanıcı ile impersonation yapılarak masraf detaydaki bilgilerin kontrol senaryosu;High;Generic;Done;10/Dec/22 4:21 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-9639;1520744;Mali işlerde Geri Gönderilen bir masrafın kullanıcı ile impersonation yapılarak masraf detaydaki bilgilerin kontrol senaryosu;High;Generic;Done;10/Dec/22 4:20 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-9601;1517267;Public Transport / Delegations Business Trip / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.;Medium;Generic;Done;08/Dec/22 2:00 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9599;1517262;Meals / Training / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.;Medium;Generic;Done;08/Dec/22 1:59 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9598;1517259;Meals / Delegations Business Trip / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.;Medium;Generic;Done;08/Dec/22 1:58 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9596;1517033;"Taxi, Transfer / Outside Meeting / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.";Medium;Generic;Done;08/Dec/22 1:35 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9595;1517032;"Postage, Courier / General / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.";Medium;Generic;Done;08/Dec/22 1:35 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9594;1517031;Parking / Outside Meeting / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.;Medium;Generic;Done;08/Dec/22 1:34 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9593;1517028;Meals / Business Trip / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.;Medium;Generic;Done;08/Dec/22 1:33 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9592;1517027;Fuel / Outside Meeting / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.;Medium;Generic;Done;08/Dec/22 1:32 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9591;1517024;Car Washing / General / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.;Medium;Generic;Done;08/Dec/22 1:31 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9590;1517022;Car Accessories / General / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.;Medium;Generic;Done;08/Dec/22 1:30 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9589;1517019;"Bridge,Highway / Outside Meeting / 450.01 PLN sınır değeri girildiğinde limit uyarı mesajının dile uygun olarak (Polish) gözükmesi beklenir.";Medium;Generic;Done;08/Dec/22 1:29 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaLimitSenaryolari
CONG-9565;1515299;Polonya kullanıcısı ile dil seçenekleri kısmında İngilizce ve Polish (Lehçe) geldiği görülmelidir.;Medium;Generic;Done;07/Dec/22 7:41 PM;PASS;C9015107;C9015107;/Masraf/Polonya/RegresyonSeti/PolonyaAkisSenaryolari
CONG-9564;1515298;Romanya kullanıcısı ile dil seçenekleri kısmında İngilizce ve Rumence geldiği görülmelidir.;Medium;Generic;Done;07/Dec/22 7:40 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaAkisSenaryolari
CONG-9562;1515297;Pazarlama kullanıcısı ile dil seçenekleri kısmında İngilizce ve Türkçe geldiği görülmelidir.;Medium;Generic;Done;07/Dec/22 7:38 PM;PASS;C9015107;C9015107;/Masraf/Arcelik-Pazarlama/PazarlamaRegresyonSeti/PazarlamaAkisSenaryolari
CONG-9557;1514987;"Harcama sebebi, masraf tipi, tarihi ve tutarı aynı olan masrafın kopyalanarak kaydedilmesi durumunda ekranda info mesajın geldiğinin görülmesi";Low;Generic;Done;07/Dec/22 4:13 PM;PASS;C9015107;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-9513;1513850;Yıllık izin talebinin sil butonuyla iptal edilmesi (Mavi Yaka);High;Generic;Done;07/Dec/22 11:07 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9511;1513845;Üç onaycılı talebin üçüncü onaycı'dan reddedilmesi (Saatlik) (Mavi Yaka);High;Generic;Done;07/Dec/22 11:01 AM;PASS;C9015118;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9510;1513843;"İlk onaycıdan geçip iptal edilen izin süreci (Ücretsiz, günlük) (Mavi Yaka)";High;Generic;Done;07/Dec/22 10:58 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9508;1513839;Onay bekleniyor statüsündeki yıllık izin talebinde değişiklik yapmak (Mavi Yaka);High;Generic;Done;07/Dec/22 10:55 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9507;1513836;Yıllık İzin Talebinin Reddedilmesi (Mavi Yaka);Blocker;Generic;Done;07/Dec/22 10:51 AM;PASS;C9015118;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9506;1513827;Yıllık İzin Talebi Oluşturma (Mavi Yaka);Blocker;Generic;Done;07/Dec/22 10:44 AM;PASS;C9015118;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9498;1513536;Yıllık izin bakiyesinin eksiye düşmesi (Mavi Yaka);High;Manual;Done;07/Dec/22 10:02 AM;PASS;C9013628;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9497;1513531;İlk onaycıdan geçip değişiklik yapılan izin süreci (Evlilik)(Mavi Yaka);High;Generic;Done;07/Dec/22 10:00 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9494;1513527;Aktarım bekleniyor statüsünde alının SAP mesajı;High;Manual;Done;07/Dec/22 9:53 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9489;1513503;Çalışan izin tarihlerinde çakışma uyarısı (Mavi Yaka);High;Generic;Done;07/Dec/22 9:31 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-9398;1504799;Romanya kullanıcısı ile Fuel masraf tipinde bir masrafın Tarih seçimi en son yapılarak otomatik tutar kontrollü kaydedilme ve uçtan uca senaryosu;Medium;Generic;Done;02/Dec/22 1:49 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaAkisSenaryolari
CONG-9394;1504442;Romanya kullanıcısı ile Bridge masraf tipinin onaycılarda masraf talep detaylarında Ek Dosya varlığının kontrolü;High;Generic;Done;02/Dec/22 11:36 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaAkisSenaryolari
