Key;Id;Summary;Priority;Test Type;Resolution;Created;TestRunStatus;Reporter;Assignee;Test Repository Path
CONG-1085;801873;Hiyerarsi Sorumlusu Faturayı Onaylandıktan Sonra Yeni Sekmede Onay Butonunun Aktif Olmaması;Medium;Generic;Done;23/Dec/21 3:51 PM;TODO;C9029068;C9029068;/Fatura/Polonya/KontrolSenaryolari
CONG-1189;834146;Adblue masraf tipi yetkisi bulunmayan kullanıcı, masraf girişi yapmak istediğinde ekranda iş kesici mesajın kontrolünün senaryosu;Medium;Generic;Done;11/Jan/22 11:18 AM;PASS;C9013738;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/IsKesiciEkranMesajlarınınTestSenaryolari
CONG-1210;840119;Hiyerarşi Sorumlusunun Faturayı Doldurup Hiyerarşi Sorumlusuna İletmesi;Medium;Generic;Done;13/Jan/22 3:03 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1242;849619;Fatura Sahibi aşamasının test otomasyonu.;Medium;Generic;Done;18/Jan/22 3:46 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari
CONG-1287;866484;Fatura Arama Ekranında View Kontrolu;Low;Generic;Done;24/Jan/22 5:22 PM;TODO;C9029068;C9029068;/Fatura/Polonya/KontrolSenaryolari
CONG-1288;866490;Fatura Arama Ekranında Gecerli Bir Tarih Ile Fatura Aratma;Low;Generic;Done;24/Jan/22 5:26 PM;TODO;C9029068;C9029068;/Fatura/Polonya/KontrolSenaryolari
CONG-1290;867588;Fatura Arama Ekraninda Hatali Tarih Ile Aratma;Low;Generic;Done;25/Jan/22 11:01 AM;TODO;C9029068;C9029068;/Fatura/Polonya/KontrolSenaryolari
CONG-1291;867595;Fatura Arama Ekraninda Gecerli Fatura Sahibi Ile Aratma;Low;Generic;Done;25/Jan/22 11:04 AM;TODO;C9029068;C9029068;/Fatura/Polonya/KontrolSenaryolari
CONG-1300;870427;Fatura Arama Ekraninda Rastgele/Ozel Karakterler Ile Aratma;Low;Generic;Done;26/Jan/22 11:53 AM;TODO;C9029068;C9029068;/Fatura/Polonya/KontrolSenaryolari
CONG-1301;870428;Fatura Arama Ekraninda Gecerli Firma Adi Ile Aratma;Low;Generic;Done;26/Jan/22 11:57 AM;TODO;C9029068;C9029068;/Fatura/Polonya/KontrolSenaryolari
CONG-1302;870433;Fatura Arama Ekraninda Gecerli Bir Fatura Numarasi Ile Aratma;Low;Generic;Done;26/Jan/22 11:59 AM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1303;870437;Fatura Arama Ekraninda Gecerli Sassiz Fatura Aratma;Low;Generic;Done;26/Jan/22 12:01 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1304;870440;Fatura Arama Ekranında Masraf Ana Kategorisi Ile Fatura Aratma;Low;Generic;Done;26/Jan/22 12:05 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1305;870441;Fatura Arama Ekranında Fatura Notu Ile Fatura Aratma;Low;Generic;Done;26/Jan/22 12:08 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1306;870442;Fatura Arama Ekranında TAB Ile Geçiş Yapılması;Low;Generic;Done;26/Jan/22 12:10 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1307;870446;Fatura Bilgisi Ekraninda PDF ve Toggle Kontrolu;Low;Generic;Done;26/Jan/22 12:14 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1308;870447;Faturanin Save ve Check It Kontrolü;Low;Generic;Done;26/Jan/22 12:16 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1309;870448;Fatura Kalemlerinde PDF Kontrolu;Low;Generic;Done;26/Jan/22 12:18 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1310;870450;Fatura Kalemlerinde Yeni Satır Eklemeve  Silme;Low;Generic;Done;26/Jan/22 12:20 PM;PASS;C9013469;C9013469;/Fatura/Polonya/SmokeTest
CONG-1311;870453;Fatura Ekranında Toplam Kayıt Sayısı Kontrolu;Low;Generic;Done;26/Jan/22 12:23 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1317;877595;Fatura atılması yoluyla sisteme fatura eklenebildiğinin görülmesi.;Medium;Manual;;28/Jan/22 11:22 AM;TODO;C9013469;C9013469;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1318;877806;Yönetici Onayı aşamasının test otomasyonu.;Medium;Generic;Done;28/Jan/22 11:37 AM;ABORTED;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari
CONG-1330;883399;Anasayfa Türkce Dil Seçeneği Kontrolu;Low;Generic;Done;31/Jan/22 12:34 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1331;883401;Arama Sayfasında Türkçe Dil Seçeneği Kontrolu;Low;Generic;Done;31/Jan/22 12:35 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1355;887577;Türkiye kullanıcısı ile Otopark/Toplantı tipinde bir masraf oluşturulması senaryosunun test otomasyonu;High;Generic;Done;01/Feb/22 12:11 PM;PASS;C9011306;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-1357;887582;Masraf tipi Yakıt için zorunlu alanlar kontrol senaryosu ;Medium;Generic;Done;01/Feb/22 12:21 PM;PASS;C9011306;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/ZorunluAlanKontrolSenaryoları
CONG-1358;887593;Anasayfa Ingilizce Dil Seçeneği Kontrolleri;Low;Generic;Done;01/Feb/22 12:33 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1360;887596;Fatura Arama Ekranında Ingilizce Dil Seçeneğinin Kontrolleri;Low;Generic;Done;01/Feb/22 12:39 PM;TODO;C9013469;C9013469;/Fatura/Polonya/KontrolSenaryolari
CONG-1363;888013;Masraf tipi Taksi için zorunlu alanlar kontrol senaryosu ;Medium;Generic;Done;01/Feb/22 12:53 PM;PASS;C9011306;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/ZorunluAlanKontrolSenaryoları
CONG-1364;888023;Masraf tipi Köprü, Otoyol ,vb geçiş için zorunlu alanlar kontrol senaryosu ;Medium;Generic;Done;01/Feb/22 1:03 PM;PASS;C9011306;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/ZorunluAlanKontrolSenaryoları
CONG-1379;892086;Faturanin Zorunlu Alanlarini Bos Birakarak Onaylarken Uyari Mesajlarinin Alinmasi;Medium;Generic;Done;02/Feb/22 4:53 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1385;893499;Faturanın kur bilgisinin değiştirilmesi;Low;Generic;Done;03/Feb/22 1:12 PM;PASS;C9013469;C9013469;/Fatura/Polonya/SmokeTest
CONG-1426;897845;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıksız Endirekt kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;Done;04/Feb/22 5:12 PM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-1427;897854;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıksız Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;04/Feb/22 5:22 PM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-1429;899627;Matbu Muhasebeleşmiş Vergili SAS'sız Karlılıksız Endirekt kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;Done;07/Feb/22 10:39 AM;TODO;C9029069;C9029069;/Fatura/Polonya/AkisSenaryolari
CONG-1430;899646;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";High;Manual;;07/Feb/22 10:54 AM;ABORTED;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1431;899664;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıklı Endirekt kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;Done;07/Feb/22 11:02 AM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-1432;899672;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıklı Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;07/Feb/22 11:05 AM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-1433;899690;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;Done;07/Feb/22 11:14 AM;ABORTED;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari
CONG-1434;899803;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Manual;;07/Feb/22 11:24 AM;TODO;C9013469;C9013469;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1435;899813;Müşteriden Gelen farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;Done;07/Feb/22 11:39 AM;TODO;C9013469;C9013469;/Fatura/Polonya/AkisSenaryolari
CONG-1436;899818;"Polonya - Matbu - Muhasebeleşmemiş Vergili SAS'sız Karlılıksız Müşteriden Gelen Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Manual;;07/Feb/22 11:44 AM;TODO;C9013627;C9014844;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1437;899827;Müşteriden Gelen farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;07/Feb/22 11:47 AM;TODO;C9013469;C9013469;/Fatura/Polonya/AkisSenaryolari
CONG-1438;899830;"Polonya - Matbu - Muhasebeleşmiş Vergili SAS'sız Karlılıksız Müşteriden Gelen Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Manual;;07/Feb/22 11:48 AM;TODO;C9013627;;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1439;899835;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıksız YMSF kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;07/Feb/22 11:51 AM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-1440;899837;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıksız YMSF kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;07/Feb/22 11:51 AM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-1442;899850;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;High;Manual;;07/Feb/22 11:59 AM;TODO;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1443;899856;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıksız Endirekt kombinasyonlu faturanın mali işler adımında geçersiz belge no girilerek onaylanması;High;Generic;Done;07/Feb/22 12:08 PM;TODO;C9029069;C9029069;/Fatura/Polonya/AkisSenaryolari
CONG-1444;899860;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";High;Manual;;07/Feb/22 12:10 PM;TODO;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1445;899862;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıklı Endirekt kombinasyonlu faturanın mali işler adımında geçersiz belge no girilerek onaylanması;High;Generic;Done;07/Feb/22 12:12 PM;TODO;C9029069;C9029069;/Fatura/Polonya/AkisSenaryolari
CONG-1446;899868;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Medium;Manual;;07/Feb/22 12:12 PM;TODO;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1447;899870;"Polonya - Matbu - Muhasebeleşmemiş Vergili SAS'sız Karlılıksız Müşteriden Gelen Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Low;Manual;;07/Feb/22 12:13 PM;TODO;C9013627;;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1448;899871;"Polonya - Matbu - Muhasebeleşmiş Vergili SAS'sız Karlılıksız Müşteriden Gelen Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Low;Manual;;07/Feb/22 12:14 PM;TODO;C9013627;;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1449;899873;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";High;Manual;;07/Feb/22 12:14 PM;TODO;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1450;899874;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";High;Manual;;07/Feb/22 12:15 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari/ManuelTestler
CONG-1483;908455;Vergi numarası doğru girildiğinde satıcı kodunun dolu gelmesi;Medium;Generic;Done;10/Feb/22 3:20 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1484;908458;Vergi numarası hatalı girildiğinde hatalı mesajın görülmesi;Medium;Generic;Done;10/Feb/22 3:23 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1487;909112;Masraf grubu, masraf tipi ve hesap no alanlarının yanlış seçildiğinde hata vermesi;Medium;Generic;Done;10/Feb/22 3:55 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1489;909122;Maliyet merkezi alanının yanlış seçildiğinde hata vermesi;Medium;Generic;Done;10/Feb/22 3:58 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1490;911016;Kayıt tarihi alanının yanlış seçildiğinde hata vermesi;Medium;Generic;Done;11/Feb/22 11:00 AM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1491;911029;Polonya -Vergi oranı seçildiğinde vergi göstergesinin gelmesi;High;Generic;Done;11/Feb/22 11:16 AM;PASS;C9029069;C9029069;/Fatura/Polonya/SmokeTest
CONG-1492;911047;Vergi oranı seçildiğinde vergi kodunun yanlış girilmesi sonucu hata alması;Medium;Generic;Done;11/Feb/22 11:29 AM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1493;911086;Firm Code yoksa masraf grubu ve masraf tipi seçilememesi ve hata vermesi;Medium;Generic;Done;11/Feb/22 12:02 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1494;911091;Toplam tutar ve kalem tutarlarının kontrolü;Medium;Generic;Done;11/Feb/22 12:11 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/SmokeTest
CONG-1562;922464;Mali İşler kullanıcısının havuzdan üzerine masraf almasının test otomasyon senaryosu;High;Generic;Done;16/Feb/22 4:42 PM;PASS;C9015107;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-1594;933377;Mali İşler Aşamasında Enable ve Disable Olması Gereken Alanların Kontrolü;Medium;Generic;;21/Feb/22 3:26 PM;TODO;C9029068;C9029068;/Fatura/Almanya/RegresyonSeti
CONG-1596;852619;Yıllık İzin Talebi Oluşturma (Beyaz Yaka);Blocker;Generic;Done;19/Jan/22 8:52 AM;PASS;C9013628;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-1597;867586;Türkiye Onay bekleniyor statüsündeki yıllık izin talebinde değişiklik yapmak (Beyaz Yaka);High;Generic;Done;25/Jan/22 10:59 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-1598;918512;Saatlik geç kaldı izin tipinde iptal (Beyaz Yaka);Medium;Generic;Done;15/Feb/22 2:17 PM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Kontrol
CONG-1599;890715;Günlük hastalık izninin onaylanması (Mavi/Beyaz Yaka);Medium;Generic;Done;02/Feb/22 10:30 AM;PASS;C9012751;C9013628;/HRangers/İzinlerim/Turkiye/Kontrol
CONG-1604;934819;E-Fatura Muhasebeleşmemiş Vergili SAS'sız Karlılıksız Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;22/Feb/22 10:32 AM;TODO;C9029069;C9029069;/Fatura/Italya/RegresyonSeti
CONG-1607;934831;Fatura Sahibi aşamasının test otomasyonu;Medium;Generic;;22/Feb/22 10:44 AM;TODO;C9029068;C9029068;/Fatura/Italya/AkisSenaryolari
CONG-1608;934909;İzin tiplerinin görüntülenmesi (Mavi/Beyaz Yaka);High;Manual;Done;22/Feb/22 10:50 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-1610;934914;Saatlik seçimli izin tiplerinin görüntülenmesi (Mavi/Beyaz Yaka);Medium;Manual;Done;22/Feb/22 10:52 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye
CONG-1611;934915;Çalışanın talep ekranında onaycıyı görmesi;Low;Manual;Done;22/Feb/22 10:53 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Global
CONG-1613;934917;Türkiye izin tiplerinin görüntülenmesi (Beyaz Yaka);High;Generic;Done;22/Feb/22 10:54 AM;PASS;C9012751;C9015118;/HRangers/İzinlerim/Turkiye/Regresyon
CONG-1614;934918;Günlük ve saatlik seçimli izin tiplerinin görüntülenmesi (Mavi/Beyaz Yaka);Medium;Manual;Done;22/Feb/22 10:55 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Turkiye
CONG-1616;934854;E-Fatura Muhasebeleşmiş Vergili SAS'sız Karlılıksız Endirekt kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;22/Feb/22 10:56 AM;TODO;C9029069;C9029069;/Fatura/Italya/AkisSenaryolari
CONG-1618;934860;Faturanın karttan reddedilmesi;Medium;Generic;Done;22/Feb/22 11:00 AM;ABORTED;C9029068;C9029068;/Fatura/Italya/AkisSenaryolari
CONG-1619;934928;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;22/Feb/22 11:01 AM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/RegresyonSeti
CONG-1622;934937;Doküman formatı;Low;Manual;Done;22/Feb/22 11:08 AM;PASS;C9012751;C9012751;/HRangers/İzinlerim/Global
CONG-1623;935355;Yönetici Onayı aşamasının test otomasyonu;Medium;Generic;;22/Feb/22 11:31 AM;TODO;C9029068;C9029068;/Fatura/Italya/AkisSenaryolari
CONG-1624;935373;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";High;Manual;;22/Feb/22 11:41 AM;TODO;C9029068;C9029068;/Fatura/Italya/Manuel Testler
CONG-1625;935387;E-Fatura Muhasebeleşmemiş Vergili SAS'sız Karlılıklı Endirekt kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;22/Feb/22 11:57 AM;TODO;C9029069;C9029069;/Fatura/Italya/RegresyonSeti
CONG-1626;935810;E-Fatura Muhasebeleşmemiş Vergili SAS'sız Karlılıklı Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;22/Feb/22 1:38 PM;TODO;C9029069;C9029069;/Fatura/Italya/RegresyonSeti
CONG-1627;935813;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;22/Feb/22 1:40 PM;TODO;C9029068;C9029068;/Fatura/Italya/AkisSenaryolari
CONG-1628;935833;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Manual;;22/Feb/22 1:54 PM;TODO;C9029068;C9029068;/Fatura/Italya/Manuel Testler
CONG-1629;935839;Hiyerarşi Sorumlusu Aşamasındaki Faturaya Ait Girdi Alanlarının Aktiflik Durumunun Kontrolü;High;Generic;Done;22/Feb/22 1:56 PM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-1630;935848;Polonya - Fatura Sahibi Aşamasında Enable ve Disable Olması Gereken Alanların Kontrolü;High;Generic;Done;22/Feb/22 2:00 PM;TODO;C9013627;C9014844;/Fatura/Polonya/RegresyonSeti
CONG-1631;935851;Polonya - Yönetici Aşamasında Enable ve Disable Olması Gereken Alanların Kontrolü;High;Generic;Done;22/Feb/22 2:02 PM;TODO;C9013627;C9014844;/Fatura/Polonya/RegresyonSeti
CONG-1635;935869;Mali İşler Sorumlusu Aşamasındaki Faturaya Ait Girdi Alanlarının Aktiflik Durumunun Kontrolü;High;Generic;Done;22/Feb/22 2:20 PM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-1636;935872;E-Fatura Muhasebeleşmemiş Vergili SAS'sız Karlılıksız YMSF kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;22/Feb/22 2:23 PM;TODO;C9029069;C9029069;/Fatura/Italya/RegresyonSeti
CONG-1637;935878;E-Fatura Muhasebeleşmemiş Vergili SAS'sız Karlılıksız YMSF kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;22/Feb/22 2:28 PM;TODO;C9029069;C9029069;/Fatura/Italya/RegresyonSeti
CONG-1638;935892;Faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Manual;;22/Feb/22 2:39 PM;TODO;C9029069;C9029069;/Fatura/Italya/Manuel Testler
CONG-1639;935894;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Medium;Generic;;22/Feb/22 2:41 PM;TODO;C9029068;C9029068;/Fatura/Italya/AkisSenaryolari
CONG-1640;936005;"Faturanın mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";High;Manual;;22/Feb/22 2:50 PM;TODO;C9029068;C9029068;/Fatura/Italya/Manuel Testler
CONG-1644;936026;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Medium;Generic;;22/Feb/22 3:05 PM;TODO;C9029068;C9029068;/Fatura/Italya/AkisSenaryolari
CONG-1646;936034;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Medium;Manual;;22/Feb/22 3:09 PM;TODO;C9029068;C9029068;/Fatura/Italya/Manuel Testler
CONG-1647;936037;Hiyerarşi Sorumlusu Aşamasındaki Faturaya Ait Girdi Alanlarının Aktiflik Durumunun Kontrolü;High;Generic;Done;22/Feb/22 3:11 PM;TODO;C9029069;C9029069;/Fatura/Italya/RegresyonSeti
CONG-1648;936041;İtalya - Fatura Sahibi Aşamasında Enable ve Disable Olması Gereken Alanların Kontrolü;High;Generic;Done;22/Feb/22 3:16 PM;PASS;C9013627;C9014844;/Fatura/Italya/RegresyonSeti
CONG-1649;936049;E-Fatura Muhasebeleşmemiş Vergili SAS'sız Karlılıksız YMSF kombinasyonlu faturanın mali işler adımında geçersiz belge no girilerek onaylanması;High;Generic;;22/Feb/22 3:19 PM;TODO;C9029069;C9029069;/Fatura/Italya/RegresyonSeti
CONG-1650;936051;Faturanın mali işler adımında geçersiz belge no girilerek onaylanması;High;Manual;;22/Feb/22 3:21 PM;TODO;C9029068;C9029068;/Fatura/Italya/Manuel Testler
CONG-1664;937541;Muhasebeleşmemiş Karlılıksız kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;23/Feb/22 10:55 AM;PASS;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1667;937558;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;23/Feb/22 11:03 AM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1668;937571;E-Fatura Muhasebeleşmiş KDV'li SAS'sız Karlılıksız Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;23/Feb/22 11:08 AM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1669;937576;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;23/Feb/22 11:10 AM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1671;937808;Muhasebeleşmemiş Karlılıklı kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;23/Feb/22 11:33 AM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1672;937814;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;23/Feb/22 11:38 AM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1673;937818;E-Fatura Muhasebeleşmiş KDV'li SAS'sız Karlılıklı Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;23/Feb/22 11:40 AM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1674;937823;Müşteriden Gelen farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;23/Feb/22 11:45 AM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1679;937885;"Müşteriden Gelen Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;23/Feb/22 1:21 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1680;937887;Müşteriden Gelen farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;23/Feb/22 1:22 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1683;937894;"Müşteriden gelen Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;23/Feb/22 1:26 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1684;937898;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Low;Generic;;23/Feb/22 1:30 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1686;938400;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Low;Generic;;23/Feb/22 1:33 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1687;938403;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Medium;Generic;;23/Feb/22 1:37 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1689;938421;"Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Low;Generic;;23/Feb/22 2:01 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1690;938424;"Müşteriden gelen Mali işler adımında geçersiz belge no girilerek ""onay"" butonuna basılması";Low;Generic;;23/Feb/22 2:02 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-1695;938756;10.000 PLN üstü bir fatura ile limit testi;Medium;Generic;Done;23/Feb/22 3:36 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari
CONG-1696;938759;Faturanın karttan onaylanması;Medium;Generic;Done;23/Feb/22 3:38 PM;ABORTED;C9029068;C9029068;/Fatura/Polonya/AkisSenaryolari
