Key;Id;Summary;Priority;Test Type;Resolution;Created;TestRunStatus;Reporter;Assignee;Test Repository Path
CONG-3498;1055094;E-Fatura Muhasebeleşmemiş KDV'li SAS'sız Karlılıksız Endirekt Farklı Para Biriminden kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;19/Apr/22 4:55 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3499;1055095;"Farklı Para Biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;19/Apr/22 4:56 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3500;1055096;E-Fatura Muhasebeleşmemiş KDV'li SAS'lı Karlılıksız Endirekt Farklı Para Biriminden kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;19/Apr/22 4:57 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3501;1055097;Muhasebeleşmemiş Karlılıklı SAS'lı Farklı Para Biriminden kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;19/Apr/22 4:58 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3502;1055098;E-Fatura Muhasebeleşmemiş KDV'li SAS'lı Karlılıksız YMSF Farklı Para Biriminden kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;19/Apr/22 4:59 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3503;1055099;E-Fatura Muhasebeleşmemiş KDV'li SAS'sız Karlılıksız Endirekt Farklı Para Biriminden kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;19/Apr/22 5:00 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3504;1055400;Farklı Para Biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;19/Apr/22 5:00 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3569;1055757;Merkez Onay Akışı Senaryosu( Takım Liderinin Reddetmesi - Takım Lideri Olan);Medium;Manual;Done;19/Apr/22 10:37 PM;PASS;26074464;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs
CONG-3572;1055762;Grup Yöneticisi Olan Kullanıcının Onay Akışına Giren Talebinin İki Iştırak Cfo tarafından Onaylanma İşlemi ;High;Generic;Done;19/Apr/22 10:45 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-3586;1056942;Matbu Muhasebeleşmemiş KDV'li SAS'lı Karlılıksız Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;20/Apr/22 11:50 AM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3587;1056943;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;20/Apr/22 11:51 AM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3588;1056944;Matbu Muhasebeleşmemiş KDV'li SAS'lı Karlılıksız YMSF kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;20/Apr/22 11:52 AM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3589;1056945;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;20/Apr/22 11:54 AM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3590;1056947;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;20/Apr/22 11:54 AM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3593;1056953;Matbu Muhasebeleşmemiş Tevkifatlı SAS'lı Karlılıksız Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;20/Apr/22 11:56 AM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3595;1056956;Matbu Muhasebeleşmemiş Karlılıklı SAS'lı Tevkifatlı kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;20/Apr/22 11:58 AM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3596;1056957;Matbu Muhasebeleşmemiş Tevkifatlı SAS'lı Karlılıksız YMSF kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;20/Apr/22 11:59 AM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3597;1056962;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;20/Apr/22 12:01 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3598;1056963;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;20/Apr/22 12:01 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3599;1056968;Matbu Muhasebeleşmemiş KDV'li SAS'lı Karlılıksız Endirekt kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;20/Apr/22 12:07 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3600;1056971;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;20/Apr/22 12:09 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3601;1056972;Matbu Muhasebeleşmemiş KDV'li SAS'lı Karlılıksız YMSF kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;20/Apr/22 12:10 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3602;1056973;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;20/Apr/22 12:11 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3603;1056975;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;20/Apr/22 12:12 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3604;1056977;Matbu Muhasebeleşmemiş Tevkifatlı SAS'lı Karlılıksız Endirekt kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;20/Apr/22 12:14 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3605;1056978;Farklı kombinasyonlar ile Fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;20/Apr/22 12:14 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3606;1056980;Matbu Muhasebeleşmemiş Tevkifatlı SAS'lı Karlılıksız YMSF kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;20/Apr/22 12:15 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3607;1056982;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;20/Apr/22 12:16 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3608;1056983;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;20/Apr/22 12:18 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3623;1057645;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;20/Apr/22 4:12 PM;TODO;C9029068;C9029068;/Fatura/Polonya/RegresyonSeti
CONG-3624;1057667;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;20/Apr/22 4:29 PM;TODO;C9029068;C9029068;/Fatura/Polonya/RegresyonSeti
CONG-3626;1057679;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;20/Apr/22 4:42 PM;TODO;C9029068;C9029068;/Fatura/Polonya/RegresyonSeti
CONG-3627;1057687;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;20/Apr/22 4:56 PM;TODO;C9029068;C9029068;/Fatura/Polonya/RegresyonSeti
CONG-3630;1057699;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;20/Apr/22 5:17 PM;TODO;C9029068;C9029068;/Fatura/Polonya/RegresyonSeti
CONG-3631;1057903;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;20/Apr/22 5:19 PM;TODO;C9029068;C9029068;/Fatura/Polonya/RegresyonSeti
CONG-3632;1057915;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıksız Endirekt Farklı Para Biriminden kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;20/Apr/22 5:28 PM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-3633;1057922;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıksız Endirekt Farklı Para Biriminden kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;20/Apr/22 5:38 PM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-3634;1057926;Farklı Para Biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;20/Apr/22 5:46 PM;TODO;C9029068;C9029068;/Fatura/Polonya/RegresyonSeti
CONG-3635;1057936;"Farklı Para Biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;20/Apr/22 5:52 PM;TODO;C9029068;C9029068;/Fatura/Polonya/RegresyonSeti
CONG-3636;1057945;Muhasebeleşmemiş Vergili SAS'sız Karlılıksız YMSF Farklı Para Biriminden kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;20/Apr/22 6:07 PM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-3637;1057946;Matbu Muhasebeleşmemiş Vergili SAS'sız Karlılıksız YMSF Farklı Para Biriminden kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;20/Apr/22 6:11 PM;TODO;C9029069;C9029069;/Fatura/Polonya/RegresyonSeti
CONG-3647;1058550;Farklı Para Biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;21/Apr/22 9:30 AM;TODO;C9013469;C9013469;/Fatura/Polonya/RegresyonSeti
CONG-3648;1058563;"Farklı Para Biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;21/Apr/22 9:40 AM;TODO;C9013469;C9013469;/Fatura/Polonya/RegresyonSeti
CONG-3649;1058818;Farklı Para Biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;21/Apr/22 10:06 AM;TODO;C9013469;C9013469;/Fatura/Polonya/RegresyonSeti
CONG-3650;1058877;"Farklı Para Biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;21/Apr/22 10:49 AM;TODO;C9013469;C9013469;/Fatura/Polonya/RegresyonSeti
CONG-3651;1058883;"Farklı Para Biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;21/Apr/22 10:55 AM;TODO;C9013469;C9013469;/Fatura/Polonya/RegresyonSeti
CONG-3652;1058887;Farklı Para Biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;21/Apr/22 10:56 AM;TODO;C9013469;C9013469;/Fatura/Polonya/RegresyonSeti
CONG-3705;1063686;Yönetici izin talebini onayladıktan sonra yeni sekmede onaylamaya çalışılması;Medium;Manual;;25/Apr/22 10:27 AM;PASS;C9013628;;/HRangers/İzinlerim/Turkiye
CONG-3706;1063689;Yönetici izin talebini reddettikten sonra yeni sekmede onaylamaya çalışılması;Medium;Manual;;25/Apr/22 10:28 AM;PASS;C9013628;C9015118;/HRangers/İzinlerim/Turkiye
CONG-3713;1063823;Romanya - Çalışan yeni adres eklenmesi;Medium;Manual;Done;25/Apr/22 10:49 AM;FAIL;C9015118;C9015118;/HRangers/Bilgilerim/Romanya
CONG-3721;1063858;Romanya - Çalışan ana banka bilgilerinde değişiklik yapılması;High;Manual;Done;25/Apr/22 11:05 AM;PASS;C9013628;;/HRangers/Bilgilerim/Romanya/Regresyon
CONG-3722;1063859;Romanya - Çalışan ana banka bilgilerinde yeni kayıt oluşturulması;High;Manual;Done;25/Apr/22 11:06 AM;PASS;C9013628;;/HRangers/Bilgilerim/Romanya/Regresyon
CONG-3729;1064839;E-Arşiv Muhasebeleşmemiş KDV'li SAS'lı Karlılıksız Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;25/Apr/22 3:34 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3730;1064842;"Farklı Para Biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;25/Apr/22 3:36 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3731;1064844;"Farklı Para Biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;25/Apr/22 3:36 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3732;1064846;"Farklı Para Biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;25/Apr/22 3:37 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3733;1064847;E-Arşiv Muhasebeleşmemiş Karlılıklı SAS'sız kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;25/Apr/22 3:37 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3735;1064864;E-Arşiv Muhasebeleşmemiş Tevkifatlı SAS'lı Karlılıksız Endirekt kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;25/Apr/22 3:49 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3736;1064866;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;25/Apr/22 3:51 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3737;1064868;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;25/Apr/22 3:51 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3738;1064870;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;25/Apr/22 3:52 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3739;1064872;"Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Medium;Generic;;25/Apr/22 3:53 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3740;1064876;"Farklı Para biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;25/Apr/22 3:55 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3741;1064888;"Farklı Para biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;25/Apr/22 4:04 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3742;1064890;E-Arşiv Muhasebeleşmemiş Tevkifatlı SAS'lı Karlılıksız YMSF Farklı Para Biriminden kombinasyonlu faturanın mali işler adımında belge no girilmeden onaylanması;High;Generic;;25/Apr/22 4:05 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3743;1064891;"Farklı Para biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;25/Apr/22 4:05 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3744;1064893;"Farklı Para biriminden Mali işler adımında belge no girilmeden ""onay"" butonuna basılması";Low;Generic;;25/Apr/22 4:06 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3745;1065210;E-Arşiv Muhasebeleşmemiş KDV'li SAS'lı Karlılıksız Endirekt kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;25/Apr/22 4:16 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3746;1065212;Farklı Para Biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;25/Apr/22 4:17 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3747;1065214;Farklı Para Biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;25/Apr/22 4:18 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3748;1065215;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;25/Apr/22 4:19 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3749;1065217;E-Arşiv Muhasebeleşmemiş Karlılıklı SAS'sız kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;25/Apr/22 4:19 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3750;1065219;E-Arşiv Muhasebeleşmemiş Tevkifatlı SAS'lı Karlılıksız Endirekt kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;25/Apr/22 4:21 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3751;1065220;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;25/Apr/22 4:22 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3752;1065224;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;25/Apr/22 4:24 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3753;1065226;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;25/Apr/22 4:24 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3754;1065227;Farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Medium;Generic;;25/Apr/22 4:25 PM;TODO;C9029068;C9029068;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3756;1065234;Farklı para biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;25/Apr/22 4:29 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3758;1065240;Farklı para biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;25/Apr/22 4:32 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3759;1065243;Farklı para biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;25/Apr/22 4:33 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3761;1065246;E-Arşiv Muhasebeleşmemiş Tevkifatlı SAS'lı Karlılıksız YMSF Farklı Para Biriminden kombinasyonlu faturanın, fatura kalemlerine veri girilerek fatura sahibine gönderilmesi;High;Generic;;25/Apr/22 4:34 PM;TODO;C9029069;C9029069;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3763;1065249;Farklı para biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;25/Apr/22 4:38 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3764;1065250;Farklı para biriminden farklı kombinasyonlar ile fatura kalemlerinde veri girilerek fatura sahibine gönderilmesi;Low;Generic;;25/Apr/22 4:38 PM;TODO;C9013469;C9013469;/Fatura/Turkiye/Arçelik/AkisSenaryolari
CONG-3770;1065461;Romanya - Çalışan banka bilgilerinin reddedilmesi;Low;Manual;;26/Apr/22 1:48 AM;TODO;C9015118;;/HRangers/Bilgilerim/Romanya
CONG-3775;1066590;ArGe Eksik Saat Talep Onay Süreci;Medium;Manual;Done;26/Apr/22 12:10 PM;TODO;C9013628;;/HRangers/ARGE Eksik Saat
CONG-3776;1066597;ArGe kart hareketi hatalı personelin arge eksik saat onayı;Medium;Manual;Done;26/Apr/22 12:15 PM;TODO;C9013628;;/HRangers/ARGE Eksik Saat
CONG-3777;1066710;ArGe eksik saat yurtiçi/yurtdışı seyahatler seçimi yapılması;Medium;Manual;Done;26/Apr/22 12:20 PM;TODO;C9013628;;/HRangers/ARGE Eksik Saat
CONG-3778;1066718;ArGe haftalık 45 saat aşımı durumunda eksik saat girilememesi;Medium;Manual;Done;26/Apr/22 12:25 PM;TODO;C9013628;;/HRangers/ARGE Eksik Saat
CONG-3789;1068443;Romanya - Adreslerimde edit butonu;Low;Manual;Done;27/Apr/22 10:52 AM;PASS;C9012751;;/HRangers/Bilgilerim/Romanya
CONG-3816;1071580;ArGe eksik saat raporunun gönderilmesi;Medium;Manual;Done;28/Apr/22 4:03 PM;TODO;C9013628;;/HRangers/ARGE Eksik Saat
CONG-3830;1072869;ArGe eksik saat aynı tarih ve saatlerde farklı projelerde seçim yapılması;Medium;Manual;Done;29/Apr/22 11:43 AM;TODO;C9013628;;/HRangers/ARGE Eksik Saat
CONG-3891;1080724;Çalışan ana banka bilgilerinin onaylanması;High;Manual;;9.05.2022 10:52;TODO;C9015118;C9015118;/HRangers/Bilgilerim/Romanya/Regresyon
CONG-3895;1081690;ArGe Eksik Saat Talebinin Reddedilmesi;Medium;Manual;Done;9.05.2022 14:59;TODO;C9013628;;/HRangers/ARGE Eksik Saat
CONG-3942;1083911;Annual Leave talebi onaylanması;Blocker;Generic;Done;10.05.2022 13:52;PASS;C9013628;C9015118;/HRangers/İzinlerim/Çekya/Regresyon
CONG-3944;1083944;Çekya - Unpaid Leave Onaylanması(Günlük);Medium;Generic;Done;10.05.2022 14:13;PASS;C9013628;C9015118;/HRangers/İzinlerim/Çekya/Kontrol
CONG-3954;1084448;Çekya - Evlilik izni Onaylanması;Medium;Generic;Done;10.05.2022 16:57;PASS;C9013628;C9015118;/HRangers/İzinlerim/Çekya/Kontrol
CONG-3955;1084452;Annual Leave talebinin reddedilmesi;Blocker;Generic;Done;10.05.2022 17:03;PASS;C9013628;C9015118;/HRangers/İzinlerim/Çekya/Regresyon
CONG-3963;1085206;Çekya - Evlilik izni talebinin reddedilmesi(ilk onaycı);Medium;Generic;Done;11.05.2022 09:34;PASS;C9013628;C9013628;/HRangers/İzinlerim/Çekya/Kontrol
CONG-4008;1088581;Çekya - Unpaid Leave Reddedilmesi(ilk onaycı);Medium;Generic;Done;12.05.2022 15:43;PASS;C9013628;C9015118;/HRangers/İzinlerim/Çekya/Kontrol
CONG-4011;1088714;Form Ekranları Customer Journey Test;Medium;Manual;;12.05.2022 16:16;TODO;26016605;;
CONG-4081;1102979;Ödeme Vade Değişim İstek Listesi Sayfası Filtreleme Fonksiyonunun Aşama Alanında Belirtilen Seçimle Arama Yapma;Medium;Generic;Done;22.05.2022 22:32;PASS;26074464;C9013624;/BoldPilot/PaymentTermChange/ContractBased/KontrolSenaryoları
CONG-4212;1117904;"Adblue/Genel tipinde bir masrafın, ""First Approver"" tarafından geri gönderilip, ""Harcama Tarihi"" alanının güncellenmesinin ardından uçtan uca senaryosu";High;Generic;Done;30.05.2022 15:36;PASS;C9013957;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-4214;1117992;"Köprü,Otoyol,vb Geçiş/Eğitim tipinde bir masrafın, ""First Approver"" tarafından geri gönderilip ""Geçiş Yapılan Yerler"" alanının güncellenmesinin ardından uçtan uca senaryosu";High;Generic;Done;30.05.2022 17:30;PASS;C9013957;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-4215;1117997;"Taksi/Egitim tipinde bir masrafın, ""First Approver"" tarafından geri gönderilip ""Güzergah"" alanının güncellenmesinin ardından uçtan uca senaryosu";High;Generic;Done;30.05.2022 17:33;PASS;C9013957;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-4216;1118300;"Yakıt/Toplantı/LPG tipinde bir masrafın, ""First Approver"" tarafından geri gönderilip ""Yakıt Türü"" alanının güncellenmesinin ardından uçtan uca senaryosu";High;Generic;Done;30.05.2022 17:37;PASS;C9013957;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-4217;1118306;"Toplu Taşıma / Eğitim tipinde bir masrafın, ""First Approver"" tarafından geri gönderilip ""Harcama Sebebi"" alanının güncellenmesinin ardından uçtan uca senaryosu";High;Generic;Done;30.05.2022 17:42;PASS;C9013957;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-4218;1118308;"Otopark/Eğitim tipinde bir masrafın, ""First Approver"" tarafından geri gönderilip ""Açıklama"" alanının güncellenmesinin ardından uçtan uca senaryosu";Medium;Generic;Done;30.05.2022 17:44;PASS;C9013957;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-4219;1118309;"Yazılım-Uygulama/Genel tipinde bir masrafın, ""First Approver"" tarafından geri gönderilip ""Tutar"" alanının güncellenmesinin ardından uçtan uca senaryosu";High;Generic;Done;30.05.2022 17:46;PASS;C9013957;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
CONG-4220;1118310;"Yakıt/Eğitim/Benzin tipinde bir masrafın, ""First Approver"" tarafından geri gönderilip ""PYP Numarası"" alanının güncellenmesinin ardından uçtan uca senaryosu";Medium;Generic;;30.05.2022 17:49;PASS;C9013957;C9015107;/Obsolete/ObsMasraf
CONG-4221;1118312;"Taksi/Eğitim tipinde bir masrafın, ""First Approver"" tarafından geri gönderilip ""Masraf Yeri"" değiştirilerek uçtan uca senaryosu";High;Generic;Done;30.05.2022 17:50;PASS;C9015107;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/AkisSenaryolari
